keywords,siglaTipo,sexo
 dispositivo legal,PL,masculino
 escala de revezamento de trabalho,PL,masculino
 mulher,PL,masculino
 domingo,PL,masculino
 combate,PL,masculino
 discriminação,PL,masculino
 trabalho da mulher,PL,masculino
 mercado de trabalho.,PL,masculino
Proibição,PL,masculino
 Banco Nacional de Desenvolvimento Econômico e Social (BNDES),PL,masculino
 financiamento,PL,masculino
 obra civil,PL,masculino
 país estrangeiro,PL,masculino
 sistema financeiro.,PL,masculino
Meia-entrada,PL,masculino
 profissional,PL,masculino
 Ciências agrárias,PL,masculino
 evento,PL,masculino
 agropecuária.,PL,masculino
Alteração,PL,masculino
 Lei do PNV,PL,masculino
 inclusão,PL,masculino
 trecho rodoviário,PL,masculino
 Paraíba,PL,masculino
 Rio Grande do Norte,PL,masculino
 Relação Descritiva das Rodovias do Sistema Rodoviário Federal.,PL,masculino
Proibição,PL,masculino
 venda,PL,masculino
 alimento industrializado,PL,masculino
 refrigerante,PL,masculino
 escola pública.,PL,masculino
Regulação,PL,masculino
 crédito rural,PL,masculino
 disciplinamento,PL,masculino
 Conselho Monetário Nacional (CMN),PL,masculino
 Cédula de Crédito Rural,PL,masculino
 Nota Promissória Rural,PL,masculino
 Duplicata Rural.  _Revogação,PL,masculino
 lei federal,PL,masculino
 regulação,PL,masculino
 penhor rural,PL,masculino
 Cédula Rural Pignoratícia.   _Revogação,PL,masculino
 lei federal,PL,masculino
 institucionalização,PL,masculino
 Crédito Rural.   _Revogação,PL,masculino
 decreto-lei,PL,masculino
 título de crédito,PL,masculino
 Crédito Rural.   _Revogação,PL,masculino
 decreto-lei,PL,masculino
 Crédito Rural.  _Revogação,PL,masculino
 dispositivo legal,PL,masculino
 lei federal,PL,masculino
 financiamento,PL,masculino
 crédito rural,PL,masculino
 armazém,PL,masculino
 cooperativa agrícola,PL,masculino
 inclusão,PL,masculino
 operação de crédito,PL,masculino
 penhor,PL,masculino
 produto florestal,PL,masculino
 garantia,PL,masculino
 revisão,PL,masculino
 garantia.,PL,masculino
Constituição Federal (1988),PEC,masculino
 Poder Legislativo,PEC,masculino
 unicameralismo,PEC,masculino
 Congresso Nacional,PEC,masculino
 Congressista.,PEC,masculino
Alteração,PL,masculino
 Lei Berenice Piana,PL,masculino
 garantia,PL,masculino
 Pessoa com transtorno do espectro autista,PL,masculino
 aplicação,PL,masculino
 intervenção,PL,masculino
 área,PL,masculino
 saúde,PL,masculino
 educação,PL,masculino
 evidência científica.,PL,masculino
Obrigatoriedade,PL,masculino
 hipermercado,PL,masculino
 supermercado,PL,masculino
 local,PL,masculino
 venda,PL,masculino
 produto,PL,masculino
 agricultura familiar.,PL,masculino
Declaração,PL,feminino
 Patrona do Tênis Brasileiro,PL,feminino
 esportista,PL,feminino
 homenagem póstuma.,PL,feminino
Concessão,PL,masculino
 anistia,PL,masculino
 multa de trânsito,PL,masculino
 motorista,PL,masculino
 impedimento,PL,masculino
 deslocamento,PL,masculino
 greve,PL,masculino
 motorista de caminhão.,PL,masculino
Criação,PL,masculino
 Programa Nacional de Banimento dos Plásticos de Uso Único até o ano de 2030 (PNBP),PL,masculino
 princípios,PL,masculino
 diretrizes,PL,masculino
 gestão compartilhada,PL,masculino
 resíduo,PL,masculino
 plástico,PL,masculino
 mitigação,PL,masculino
 Impacto ambiental,PL,masculino
 resíduo sólido,PL,masculino
 responsabilidade alargada do produtor.,PL,masculino
Criação,PL,masculino
 Dia Nacional dos Desbravadores,PL,masculino
 comemoração,PL,masculino
 setembro.,PL,masculino
Alteração,PL,masculino
 Lei do DPVAT,PL,masculino
 proibição,PL,masculino
 pagamento,PL,masculino
 indenização,PL,masculino
 acidente de trânsito,PL,masculino
 provocação,PL,masculino
 vítima,PL,masculino
 sinistro,PL,masculino
 decorrência,PL,masculino
 prática,PL,masculino
 crime.,PL,masculino
Garantia,PL,masculino
 surdo,PL,masculino
 deficiência auditiva,PL,masculino
 acesso,PL,masculino
 concurso público,PL,masculino
 âmbito,PL,masculino
 administração federal,PL,masculino
 edital,PL,masculino
 Língua Brasileira de Sinais (LIBRAS),PL,masculino
 norma geral.,PL,masculino
Alteração,PL,masculino
 Lei da Alimentação Escolar,PL,masculino
 bonificação,PL,masculino
 estado,PL,masculino
 município,PL,masculino
 aquisição,PL,masculino
 produto alimentício,PL,masculino
 agricultura familiar,PL,masculino
 agricultor familiar,PL,masculino
 alimentação escolar.,PL,masculino
Alteração,PL,masculino
 Lei Federal,PL,masculino
 fixação,PL,masculino
 piso salarial,PL,masculino
 fisioterapeuta,PL,masculino
 terapeuta ocupacional,PL,masculino
 reajuste salarial.,PL,masculino
Obrigatoriedade,PL,masculino
 instituição,PL,masculino
 zoonose,PL,masculino
 procedimento,PL,masculino
 esterilização cirúrgica,PL,masculino
 implantação,PL,masculino
 chip,PL,masculino
 identificação eletrônica,PL,masculino
 doação,PL,masculino
 animal.,PL,masculino
Alteração,PL,masculino
 Lei de Segurança Bancária,PL,masculino
 Estatuto do Desarmamento,PL,masculino
 autorização,PL,masculino
 porte de arma,PL,masculino
 vigilante,PL,masculino
 segurança privada,PL,masculino
 credenciamento,PL,masculino
 Departamento de Polícia Federal (DPF).,PL,masculino
Constituição Federal (1988),PEC,masculino
 pagamento,PEC,masculino
 recursos,PEC,masculino
 exercício do mandato,PEC,masculino
 deputado estadual,PEC,masculino
 deputado distrital,PEC,masculino
 percentual,PEC,masculino
 deputado federal,PEC,masculino
 senador,PEC,masculino
 competência exclusiva,PEC,masculino
 Congresso Nacional,PEC,masculino
 fixação,PEC,masculino
 valor.,PEC,masculino
Título de capital Nacional,PL,masculino
 Capital Nacional da Seda,PL,masculino
 Nova Esperança (PR),PL,masculino
 Paraná.,PL,masculino
Alteração,PL,masculino
 Legislação Tributária Federal,PL,masculino
 isenção tributária,PL,masculino
 Imposto sobre a Renda da Pessoa Física (IRPF),PL,masculino
 provento (remuneração),PL,masculino
 aposentadoria,PL,masculino
 reforma militar,PL,masculino
 pessoa,PL,masculino
 Fibrose cística,PL,masculino
 Doença de Huntington,PL,masculino
 Linfangioleiomiomatose pulmonar,PL,masculino
 Doença reumática,PL,masculino
 Doença neuromuscular,PL,masculino
 Doença osteoarticular crônica,PL,masculino
 Doença degenerativa,PL,masculino
  medicamento de uso contínuo.   _Alteração,PL,masculino
 Legislação Tributária Federal,PL,masculino
 revogação,PL,masculino
 dispositivo legal,PL,masculino
 isenção tributária,PL,masculino
 Imposto sobre a Renda da Pessoa Física (IRPF),PL,masculino
 provento (remuneração),PL,masculino
 aposentadoria,PL,masculino
 reforma militar,PL,masculino
 pessoa,PL,masculino
 fibrose cística.,PL,masculino
Empresa prestadora de serviço,PL,masculino
 acesso,PL,masculino
 internet,PL,masculino
 banda larga fixa,PL,masculino
 disponibilização,PL,masculino
 medidor de velocidade da internet,PL,masculino
 serviços,PL,masculino
 contratados.,PL,masculino
Alteração,PL,masculino
 Lei de Diretrizes e Bases da Educação Nacional (1996),PL,masculino
 obrigatoriedade,PL,masculino
 inclusão,PL,masculino
 noção báscia de ensino,PL,masculino
 Direito (ciência),PL,masculino
 currículo escolar,PL,masculino
 ensino fundamental,PL,masculino
 ensino médio,PL,masculino
 professor,PL,masculino
 graduação.,PL,masculino
Reserva,PL,masculino
 vaga,PL,masculino
 negros,PL,masculino
 índio,PL,masculino
 mulher,PL,masculino
 processo seletivo,PL,masculino
 obra audiovisual,PL,masculino
 financiamento,PL,masculino
 recursos públicos.,PL,masculino
Reserva,PL,feminino
 vaga,PL,feminino
 negros,PL,feminino
 índio,PL,feminino
 mulher,PL,feminino
 processo seletivo,PL,feminino
 obra audiovisual,PL,feminino
 financiamento,PL,feminino
 recursos públicos.,PL,feminino
Critério,PL,masculino
 reajuste,PL,masculino
 Tarifa de energia elétrica.,PL,masculino
Proibição,PL,masculino
 cobrança,PL,masculino
 idoso,PL,masculino
 taxa,PL,masculino
 Empresa de transporte aéreo,PL,masculino
 perda,PL,masculino
 voo,PL,masculino
 cidadania.,PL,masculino
Alteração,PL,masculino
 Lei de Licitação,PL,masculino
 gestor público,PL,masculino
 continuidade,PL,masculino
 serviços,PL,masculino
 obra pública inacabada,PL,masculino
 governo federal,PL,masculino
 governo estadual,PL,masculino
 governo distrital,PL,masculino
 governo municipal,PL,masculino
 anterioridade,PL,masculino
 recursos,PL,masculino
 empenho da despesa.,PL,masculino
Cancelamento,PL,masculino
 serviços de telecomunicações,PL,masculino
 pacote de serviços,PL,masculino
 internet,PL,masculino
 direito do consumidor.,PL,masculino
Criação,PL,masculino
 Política Nacional de Qualidade do Ar,PL,masculino
 Sistema Nacional de Informações de Qualidade do Ar,PL,masculino
 princípios,PL,masculino
 finalidade,PL,masculino
 instrumento de trabalho,PL,masculino
 diretrizes,PL,masculino
 plano de gerenciamento,PL,masculino
 fonte,PL,masculino
 poluição,PL,masculino
 padrão de qualidade,PL,masculino
 ar,PL,masculino
 Zoneamento Ecológico-Econômico (ZEE),PL,masculino
 plano diretor,PL,masculino
 avaliação,PL,masculino
 impacto ambiental,PL,masculino
 licenciamento ambiental,PL,masculino
 inventário,PL,masculino
 emissão,PL,masculino
 poluente,PL,masculino
 coleta,PL,masculino
 tratamento,PL,masculino
 armazenamento,PL,masculino
 divulgação,PL,masculino
 informação,PL,masculino
 incentivo fiscal,PL,masculino
 proibição.,PL,masculino
Criação,PL,feminino
 Sistema Único de Saúde Animal (SUS ANIMAL),PL,feminino
 serviços de saúde,PL,feminino
 bem-estar,PL,feminino
 animal.,PL,feminino
Criação,PL,feminino
 Programa Universidade Operária Brasileira,PL,feminino
 acesso,PL,feminino
 educação superior,PL,feminino
 idoso,PL,feminino
 qualidade de vida,PL,feminino
 integração social,PL,feminino
 qualificação,PL,feminino
 mercado de trabalho,PL,feminino
 cidadania.,PL,feminino
Alteração,PL,feminino
 lei federal,PL,feminino
 Programa Nacional de Acesso ao Ensino Técnico e Emprego (Pronatec),PL,feminino
 inclusão,PL,feminino
 graduação,PL,feminino
 curso sequencial,PL,feminino
 educação a distância.,PL,feminino
Alteração,PL,masculino
 Código de Defesa do Consumidor,PL,masculino
 critério,PL,masculino
 data,PL,masculino
 fabricação,PL,masculino
 prazo de validade,PL,masculino
 lote (produto),PL,masculino
 rótulo do produto,PL,masculino
 embalagem do produto.,PL,masculino
Alteração,PL,masculino
 Lei da Ação Civil Pública (Defesa de Interesses Difusos),PL,masculino
 responsabilidade civil,PL,masculino
 responsabilidade ambiental,PL,masculino
 improbidade administrativa,PL,masculino
 dano ambiental,PL,masculino
 acumulação,PL,masculino
 obrigação de fazer,PL,masculino
 obrigação de não fazer,PL,masculino
 obrigação de indenizar.    _Alteração,PL,masculino
 Lei da Política Nacional do Meio Ambiente,PL,masculino
 acumulação,PL,masculino
 obrigação de fazer,PL,masculino
 obrigação de não fazer,PL,masculino
 obrigação de indenizar,PL,masculino
 dano ambiental,PL,masculino
 crime ambiental.,PL,masculino
Alteração,PL,masculino
 Código Civil (2002),PL,masculino
 sucessão empresarial,PL,masculino
 responsabilidade,PL,masculino
 sucessão (direito civil).,PL,masculino
Alteração,PL,masculino
 Código Civil (2002),PL,masculino
 causa impeditiva da prescrição.,PL,masculino
Alteração,PL,masculino
 Lei de Execução Penal,PL,masculino
 preso condenado,PL,masculino
 remição da pena,PL,masculino
 leitura,PL,masculino
 contagem,PL,masculino
 dia.,PL,masculino
Alteração,PL,feminino
 Código Penal,PL,feminino
 aumento,PL,feminino
 pena,PL,feminino
 crime,PL,feminino
 furto qualificado,PL,feminino
 roubo,PL,feminino
 receptação qualificada,PL,feminino
 peculato,PL,feminino
 contrabando,PL,feminino
 patrimônio cultural.,PL,feminino
Alteração,PL,feminino
 lei federal,PL,feminino
 proibição,PL,feminino
 exportação,PL,feminino
 patrimônio bibliográfico,PL,feminino
 patrimônio iconográfico,PL,feminino
 patrimônio cultural,PL,feminino
 cultura nacional.,PL,feminino
Declaração,PL,masculino
 Futebol,PL,masculino
 Patrimônio cultural,PL,masculino
 Patrimônio imaterial.,PL,masculino
Critério,PL,masculino
 exame médico admissional,PL,masculino
 processo seletivo,PL,masculino
 candidato,PL,masculino
 concurso público,PL,masculino
 doença do olho,PL,masculino
 ceratocone,PL,masculino
 cidadania.,PL,masculino
Ausência,PL,masculino
 responsabilidade civil,PL,masculino
 dano moral,PL,masculino
 consumidor,PL,masculino
 postagem,PL,masculino
 opinião,PL,masculino
  rede social,PL,masculino
 qualidade,PL,masculino
 prestação de serviços,PL,masculino
 inexistência,PL,masculino
 injúria,PL,masculino
 liberdade de expressão.,PL,masculino
Alteração,PL,masculino
 Lei dos Crimes contra a Economia Popular,PL,masculino
 tipicidade penal,PL,masculino
 Crime contra a economia popular,PL,masculino
 criação,PL,masculino
 Sítio (internet),PL,masculino
 venda,PL,masculino
 mercadoria fictícia.,PL,masculino
Constituição Federal (1988),PEC,masculino
 Direitos fundamentais,PEC,masculino
 Garantias Fundamentais,PEC,masculino
 água,PEC,masculino
 recursos hídricos,PEC,masculino
 proibição,PEC,masculino
 privatização.,PEC,masculino
Alteração,PL,masculino
 Lei de Diretrizes e Bases da Educação Nacional (1996),PL,masculino
 idade máxima,PL,masculino
 alfabetização,PL,masculino
 aluno,PL,masculino
 Rede pública de ensino,PL,masculino
 educação pública.,PL,masculino
Constituição Federal (1988),PEC,masculino
 redução,PEC,masculino
 número,PEC,masculino
 Senador,PEC,masculino
 Deputado Federal,PEC,masculino
 Deputado Estadual,PEC,masculino
 Deputado Distrital.,PEC,masculino
Alteração,PL,masculino
 Lei de Introdução às Normas do Direito Brasileiro,PL,masculino
 aprimoramento,PL,masculino
 processo decisório,PL,masculino
 órgão público,PL,masculino
 segurança jurídica,PL,masculino
 agente público.,PL,masculino
Alteração,PL,masculino
 Estatuto do Idoso,PL,masculino
 gratuidade,PL,masculino
 idoso,PL,masculino
 segunda via,PL,masculino
 documento de identificação civil.,PL,masculino
Alteração,PL,masculino
 Estatuto do Desarmamento,PL,masculino
 porte de arma,PL,masculino
 arma de fogo,PL,masculino
 vigilante,PL,masculino
 segurança privada,PL,masculino
 transporte de valores,PL,masculino
 arma de fogo,PL,masculino
 uso privado,PL,masculino
 aquisição,PL,masculino
 isenção,PL,masculino
 taxa,PL,masculino
 segurança pública.,PL,masculino
Alteração,PL,masculino
 Estatuto do Desarmamento,PL,masculino
 porte de arma,PL,masculino
 arma de fogo,PL,masculino
 vigilante,PL,masculino
 segurança privada,PL,masculino
 transporte de valores,PL,masculino
 arma de fogo,PL,masculino
 uso privado,PL,masculino
 aquisição,PL,masculino
 isenção,PL,masculino
 taxa,PL,masculino
 segurança pública.,PL,masculino
Alteração,PL,masculino
 Estatuto do Desarmamento,PL,masculino
 porte de arma,PL,masculino
 arma de fogo,PL,masculino
 vigilante,PL,masculino
 segurança privada,PL,masculino
 transporte de valores,PL,masculino
 arma de fogo,PL,masculino
 uso privado,PL,masculino
 aquisição,PL,masculino
 isenção,PL,masculino
 taxa,PL,masculino
 segurança pública.,PL,masculino
Proibição,PL,masculino
 comercialização,PL,masculino
 canudo plástico.,PL,masculino
Comissão de Fiscalização Financeira e Controle (CFFC),PFC,masculino
 Tribunal de Contas da União (TCU),PFC,masculino
 fiscalização,PFC,masculino
 irregularidade,PFC,masculino
 utilização,PFC,masculino
 recursos públicos,PFC,masculino
 tratamento de saúde,PFC,masculino
 Grupo indígena,PFC,masculino
 índio,PFC,masculino
 Bananal (MA),PFC,masculino
 Maranhão.,PFC,masculino
Alteração,PL,masculino
 Consolidação das Leis do Trabalho (CLT),PL,masculino
 criação,PL,masculino
 contribuição negocial,PL,masculino
 sindicato,PL,masculino
 categoria profissional.,PL,masculino
Alteração,PL,masculino
 Consolidação das Leis do Trabalho (CLT),PL,masculino
 honorários advocatícios,PL,masculino
 reclamação trabalhista.,PL,masculino
Constituição Federal (1988),PEC,masculino
 princípios,PEC,masculino
 ensino,PEC,masculino
 assistência psicopedagógica.,PEC,masculino
Constituição Federal (1988),PEC,masculino
 Administração pública,PEC,masculino
 fixação,PEC,masculino
 período,PEC,masculino
 férias,PEC,masculino
 servidor público,PEC,masculino
